Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,"On November 7, all 100 seats in the Virginia House of Delegates and all 40 seats in the Virginia Senate will be up for election. Do you plan to vote in the November general election?",How do you plan to vote in the general election?,"If the November 7 general election for the Virginia General Assembly were held today, which Party’s candidate would you most likely support?",Do you approve or disapprove of Governor Glenn Youngkin’s job performance?,Do you approve or disapprove of President Joe Biden’s job performance?,"Microschools, sometimes referred to as learning pods, is the reimagining of the one-room schoolhouse, where class sizes are usually fewer than 15 students of varying ages, and the schedule and curriculum are tailored to fit each individual class. Would you support or oppose micro-schools in your area?","School choice allows parents to use tax dollars designated for their child’s education to send their child to the public, private, or micro-school that they believe is best for their child. Do you support or oppose school choice?","Do you believe parents should have access to as many quality school options, such as public, private, charter, and hybrid-school models, for their child?","Recently, schools have been accused of excluding parents from their child’s education. Do you agree that parents should have a significant influence on their children’s education, or should they defer to teachers and administrators?","According to a 2014 study, a school choice program centered on tax credits found that students who didn’t utilize the choice options and remained in public schools suffered no adverse effects, and evidence suggests these students actually benefited from this program. Does knowing this make you more or less likely to support school choice?","Property taxes determine the bulk of local school district funding, meaning that areas with lower property values receive less local funding for their schools than more affluent districts. Knowing that a child’s residence determines the public school they are assigned to, are you more or less likely to support school choice?","According to a study, school choice improves residential home values. Does knowing this make you more or less likely to support school choice?",Statewide studies have shown that increased school choice options have positively affected test scores in reading and math. Does knowing this make you more or less likely to support school choice?,Are you more or less likely to support your state delegate or state senator if they voted for school choice?,"Education Savings Accounts are taxpayer funds allocated for a student’s education and can be used for any education-related expenses – including online homeschool programs, private school tuition, tutoring, and school supplies. Do you support or oppose Education Savings Accounts?",School voucher programs assist low-income families by allowing for public education funds to pay for a child’s tuition at a school of their choice. Do you support school voucher programs?,"Intra-district school choice allows families to choose any school in their district, whereas inter-district school choice allows families to choose from any school in a defined region or statewide. Would you support either of these options?","Do you personally identify with this statement: “I used to have doubts about school choice, but I am more open to the idea of creating an option for kids who are struggling.”",Do you think Virginia has enough school choice options for families working to educate their children?,Do you agree or disagree with the following statement: “School choice is a partisan issue.”,"Virginia Republicans have proposed a plan that would allow for abortions until 15 weeks of pregnancy. After 15 weeks, abortions would still be allowed in cases of rape, incest, and the life of the mother. Do you support this plan?",Do you support building a casino in Richmond?,What ideology is most in line with your views?,What is the highest level of education you have completed so far?,What is your age?,Are you male or female?,What is your Race?,What Party do you most align with?,Completion Code
472,10/7/23 19:02,10/7/23 19:02,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rehg,1696723317_6521f175b8d366.74475513,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,174.196.194.58,-71.07119751,42.29040146,United States,Dorchester Center,MA,2124,Yes,Vote on Election Day,Republican,Disapprove,Approve,Support,Oppose,No,Parents should have a significant influence,More likely,Less likely,Makes no difference,More likely,Makes no difference,Support,No,Unsure,Yes,"No, families should have more choices",Agree,Oppose,Yes,Moderate,High School,45 – 54,Female,Other,Independent,rehg
473,10/7/23 20:03,10/7/23 20:03,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=poul,1696723367_6521f1a7bddb69.07519693,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,141.154.51.83,-71.10810089,42.31200027,United States,Jamaica Plain,MA,2130,Yes,Vote early by mail,Republican,Disapprove,Approve,Unsure,Unsure,Unsure,Unsure,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,Unsure,No,Unsure,Unsure,Unsure,Unsure,Moderate,College,65 or older,Male,White,Other,poul
474,10/7/23 19:16,10/7/23 19:16,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=viio,1696723908_6521f3c4348045.78174735,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,192.145.116.84,-77.53900146,39.01800156,United States,Ashburn,VA,20147,Yes,Vote early in person,Democrat,Approve,Approve,Support,Support,Yes,Parents should defer to teachers and administrators,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,Yes,Moderate,Graduate degree or higher,45 – 54,Male,African American,Democrat,viio
475,10/7/23 19:17,10/7/23 19:17,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qjdf,1696723909_6521f3c505bf82.92470027,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,71.63.123.104,-77.82879639,37.7120018,United States,Maidens,VA,23102,Yes,Vote early in person,Democrat,,Approve,Support,Unsure,,Parents should defer to teachers and administrators,Makes no difference,More likely,Makes no difference,Makes no difference,Makes no difference,Support,Unsure,"Yes, I just support intra-district school choice",Yes,"No, families should have more choices",Disagree,Support,Yes,Liberal,Graduate degree or higher,65 or older,Male,White,Democrat,qjdf
476,10/7/23 19:24,10/7/23 19:24,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=xhax,1696724357_6521f5854d08e6.08458619,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,71.178.28.196,-77.25219727,38.89210129,United States,Vienna,VA,22180,Unsure,Vote on Election Day,Democrat,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I just support intra-district school choice",No,Unsure,Unsure,Oppose,Yes,Moderate,High School,45 – 54,,White,Independent,xhax
477,10/7/23 19:24,10/7/23 19:24,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=avdp,1696724466_6521f5f2c36ac1.05111782,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",,108.17.154.178,-76.24130249,36.81560135,United States,Chesapeake,VA,23325,Yes,Vote on Election Day,,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Agree,Unsure,No,Conservative,Graduate degree or higher,65 or older,Male,White,Republican,avdp
478,10/7/23 19:29,10/7/23 19:29,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rdgs,1696723803_6521f35bec12b9.58053725,"Mozilla/5.0 (Linux; Android 11; moto g stylus Build/RPRS31.Q1-56-9-16-2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/117.0.0.0 Mobile Safari/537.36",,68.231.234.33,-76.03630066,36.7322998,United States,Virginia Beach,VA,23456,Yes,Vote on Election Day,Republican,Approve,Disapprove,Oppose,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,Unsure,Yes,"No, families should have more choices",Disagree,Unsure,No,Conservative,Graduate degree or higher,55 – 64,Female,White,Republican,rdgs
479,10/9/23 12:17,10/9/23 12:17,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=mizl,1696724761_6521f7198f4e66.68199723,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",,144.121.153.106,-77.04360199,38.90950012,United States,Washington,DC,20036,Yes,Vote early by mail,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Less likely,Makes no difference,Makes no difference,Less likely,Less likely,Oppose,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Agree,Oppose,Yes,Liberal,Graduate degree or higher,35 – 44,Male,White,Democrat,mizl
480,10/7/23 19:48,10/7/23 19:48,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lvai,1696725570_6521fa42da3048.58690800,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1",,75.75.95.12,-77.47000122,37.49280167,United States,Richmond,VA,23224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lvai
481,10/7/23 19:49,10/7/23 19:49,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=szjr,1696726026_6521fc0a67bb20.65473064,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,173.79.235.146,-77.19950104,38.69599915,United States,Lorton,VA,22079,Yes,Vote early by mail,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,Yes,"Yes, I just support intra-district school choice",Yes,"Yes, there are enough choices already",Agree,Oppose,Yes,Liberal,Graduate degree or higher,65 or older,Male,White,Democrat,szjr
482,10/7/23 19:53,10/7/23 19:53,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=imlz,1696726146_6521fc82896094.51398027,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,96.241.220.105,-77.34999847,38.93000031,United States,Reston,VA,20191,I already voted,I already voted,Republican,Approve,Disapprove,Oppose,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,More likely,More likely,Support,Yes,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Disagree,Support,No,Moderate,Graduate degree or higher,65 or older,Male,White,Republican,imlz
483,10/7/23 19:53,10/7/23 19:53,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lvxm,1696725965_6521fbcdb5d756.30480366,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,174.206.40.43,-79.8973999,37.34410095,United States,Roanoke,VA,24019,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Moderate,Graduate degree or higher,,Female,,Republican,lvxm
484,10/7/23 20:09,10/7/23 20:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lftr,1696726554_6521fe1a9bb2b4.64716537,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-A102U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",,96.253.81.41,-77.50340271,37.51470184,United States,Richmond,VA,23225,I already voted,Vote early in person,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Unsure,Less likely,More likely,More likely,More likely,Makes no difference,Unsure,Unsure,Unsure,Yes,Unsure,Agree,Support,Yes,Moderate,High School,65 or older,Male,African American,Democrat,lftr
485,10/7/23 20:10,10/7/23 20:10,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=thga,1696727095_652200372bebc8.66877820,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,98.117.88.3,-77.56620026,37.51150131,United States,Richmond,VA,23235,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Support,Unsure,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,More likely,Makes no difference,Support,Yes,"Yes, I support both",Yes,Unsure,Unsure,Oppose,No,Liberal,College,65 or older,Female,White,Democrat,thga
486,10/7/23 23:00,10/7/23 23:00,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=yszd,1696728806_652206e6b8d2e7.09055661,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,96.255.54.249,-77.3451004,38.64379883,United States,Woodbridge,VA,22193,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Unsure,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Moderate,College,35 – 44,Male,White,Republican,yszd
487,10/7/23 21:13,10/7/23 21:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=yvnx,1696729149_6522083d402ca2.07821605,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,108.147.2.21,-97.8219986,37.75099945,United States,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,yvnx
488,10/7/23 20:43,10/7/23 20:43,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=gpex,1696729251_652208a31c1ed0.25821078,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,107.122.189.57,-97.8219986,37.75099945,United States,,,,Yes,Undecided,Republican,Disapprove,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Support,Unsure,Unsure,No,"No, families should have more choices",Disagree,Support,No,Conservative,Graduate degree or higher,45 – 54,Female,Hispanic,Republican,gpex
489,10/7/23 20:44,10/7/23 20:44,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tqih,1696728953_65220779f1bc86.48923859,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,70.106.234.55,-77.53900146,39.01800156,United States,Ashburn,VA,20147,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I just support intra-district school choice",Yes,"No, families should have more choices",Agree,Support,No,Moderate,College,35 – 44,Male,,Republican,tqih
490,10/8/23 11:49,10/8/23 11:49,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zboa,1696728675_65220663263ed3.68981826,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/116.0.1938.79 Version/16.0 Mobile/15E148 Safari/604.1",,104.28.78.154,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Disapprove,Approve,Oppose,Support,Yes,Parents should defer to teachers and administrators,Makes no difference,More likely,Less likely,Makes no difference,Makes no difference,Unsure,Yes,"Yes, I just support inter-district school choice",Yes,Unsure,Unsure,Oppose,Unsure,Liberal,College,65 or older,Female,White,Democrat,zboa
491,10/7/23 20:51,10/7/23 20:51,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=gyyg,1696729582_652209ee158bf4.23733740,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,71.62.214.24,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Unsure,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Support,Yes,"Yes, I support both",Yes,"Yes, there are enough choices already",Unsure,Support,No,Conservative,College,65 or older,Male,White,Republican,gyyg
492,10/7/23 21:02,10/7/23 21:02,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=mdoe,1696729841_65220af16c6d24.15289413,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A125U1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",,72.82.53.253,-77.50340271,37.51470184,United States,Richmond,VA,23225,Yes,Vote on Election Day,Democrat,Disapprove,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,Makes no difference,Makes no difference,Makes no difference,More likely,Unsure,Yes,"Yes, I support both",Yes,"No, families should have more choices",Unsure,Unsure,Unsure,Moderate,College,55 – 64,Female,Other,Democrat,mdoe
493,10/7/23 21:03,10/7/23 21:03,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rsdm,1696729996_65220b8ce1e990.68168137,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,50.230.60.2,-88.94280243,39.83670044,United States,Decatur,IL,62521,Yes,Vote early by mail,Democrat,Disapprove,Approve,Support,Support,Yes,Parents should defer to teachers and administrators,More likely,More likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",Yes,Unsure,Unsure,Unsure,Yes,Liberal,College,65 or older,Female,Other,Democrat,rsdm
494,10/7/23 21:08,10/7/23 21:08,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=brwk,1696730516_65220d94b59b87.24905114,"Mozilla/5.0 (Linux; Android 11; SM-A037U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36",,172.58.241.39,-73.90809631,40.81420135,United States,Bronx,NY,10455,Yes,Vote on Election Day,Republican,,,Support,Oppose,Unsure,Unsure,Makes no difference,Makes no difference,More likely,More likely,Makes no difference,Support,Unsure,Unsure,Yes,Unsure,Agree,Unsure,Yes,Moderate,Graduate degree or higher,65 or older,Female,Hispanic,Independent,brwk
495,10/7/23 21:23,10/7/23 21:23,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=fula,1696731351_652210d7303ed6.99484549,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G998U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",,96.255.168.190,-77.3451004,38.64379883,United States,Woodbridge,VA,22193,Yes,Vote on Election Day,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,Makes no difference,More likely,More likely,Unsure,Unsure,"No, I oppose both school choice options",Yes,Unsure,Disagree,Support,No,Conservative,College,65 or older,Male,Other,Republican,fula
496,10/7/23 21:43,10/7/23 21:43,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=myzy,1696732662_652215f67a87d1.27667222,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,173.53.66.15,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote early in person,Democrat,Disapprove,Approve,Support,Unsure,Unsure,Parents should defer to teachers and administrators,Makes no difference,More likely,Makes no difference,More likely,Makes no difference,Oppose,Yes,"Yes, I support both",Yes,Unsure,Agree,Oppose,Unsure,Moderate,Graduate degree or higher,45 – 54,Female,Asian,Democrat,myzy
497,10/7/23 21:54,10/7/23 21:54,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=duum,1696733493_65221935270741.34447679,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,174.196.128.110,-77.11509705,38.87319946,United States,Arlington,VA,22203,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Less likely,More likely,More likely,More likely,Makes no difference,Support,Yes,"Yes, I support both",No,Unsure,Unsure,Oppose,No,Conservative,Graduate degree or higher,35 – 44,Female,White,Republican,duum
498,10/8/23 9:13,10/8/23 9:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tbqb,1696734583_65221d77e8e0a3.19545032,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,174.196.129.103,-77.2806015,38.79130173,United States,Burke,VA,22015,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Agree,Oppose,Unsure,Liberal,Graduate degree or higher,65 or older,Female,White,Democrat,tbqb
499,10/7/23 22:27,10/7/23 22:27,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=xzoc,1696735430_652220c6961593.03914512,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,98.117.86.176,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Undecided,Democrat,Disapprove,Approve,Unsure,Oppose,No,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Oppose,No,"Yes, I just support intra-district school choice",Yes,Unsure,Agree,Oppose,No,Moderate,Graduate degree or higher,65 or older,Female,White,Democrat,xzoc
500,10/7/23 22:35,10/7/23 22:35,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=xlbh,1696735824_65222250b5dad1.59351710,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,71.62.218.140,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,No,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Oppose,No,Moderate,College,55 – 64,Male,White,Democrat,xlbh
501,10/7/23 22:52,10/7/23 22:52,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=pupx,1696736869_652226654186c4.23432815,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",,172.58.245.59,-73.90809631,40.81420135,United States,Bronx,NY,10455,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Oppose,Unsure,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Unsure,Unsure,"No, I oppose both school choice options",No,Unsure,Unsure,Oppose,No,Moderate,College,35 – 44,Male,African American,Democrat,pupx
502,10/7/23 23:40,10/7/23 23:40,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=hosq,1696739292_65222fdc52c5a7.82347081,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,98.117.80.105,-77.43090057,37.62390137,United States,Richmond,VA,23227,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Oppose,Unsure,Unsure,No,"Yes, there are enough choices already",Agree,Oppose,No,Liberal,Graduate degree or higher,45 – 54,Female,White,Democrat,hosq
503,10/7/23 23:45,10/7/23 23:45,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=bqwg,1696739965_6522327dad44e8.15454282,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 (Ecosia android@111.0.5563.116)",,70.104.178.98,-76.49880219,37.07369995,United States,Newport News,VA,23606,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,More likely,Unsure,Yes,Unsure,No,Unsure,Agree,Support,Yes,Conservative,College,55 – 64,Female,White,Independent,bqwg
504,10/7/23 23:49,10/7/23 23:49,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=drul,1696740274_652233b24014d5.91675032,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-F721U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",,172.56.219.212,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Democrat,Approve,Approve,Oppose,Oppose,Yes,Unsure,,,,,,,,,,,,,,,,,,,,drul
505,10/7/23 23:58,10/7/23 23:58,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zgls,1696703683_6521a4c3915ac4.30233054,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,100.36.166.253,-77.2806015,38.79130173,United States,Burke,VA,22015,Yes,Undecided,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,Unsure,Unsure,No,Unsure,Unsure,Unsure,No,Conservative,Graduate degree or higher,65 or older,Female,White,Independent,zgls
506,10/8/23 5:20,10/8/23 5:20,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tusk,1696760175_6522816fdcfbc2.30146964,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1",,96.248.13.101,-77.41750336,37.33919907,United States,Chester,VA,23831,Yes,Undecided,Republican,Approve,Disapprove,Oppose,Oppose,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Support,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Disagree,Unsure,No,Moderate,College,55 – 64,Female,White,Independent,tusk
507,10/8/23 5:36,10/8/23 5:36,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=stxr,1696761250_652285a2b71a45.39488663,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,108.51.111.221,-77.31569672,38.67589951,United States,Woodbridge,VA,22192,Yes,Vote early by mail,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,Unsure,Agree,Oppose,Yes,Moderate,College,45 – 54,Male,Asian,Independent,stxr
508,10/8/23 6:36,10/8/23 6:36,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rvxh,1696764518_65229266155190.95514801,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,71.62.95.213,-77.48069763,37.43650055,United States,Richmond,VA,23234,Yes,Vote early in person,Democrat,Disapprove,Approve,Support,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,Makes no difference,Makes no difference,Oppose,No,Unsure,,,,,,,,65 or older,Male,Other,Other,rvxh
